Index,Original_Index,Num_c,SMILES,SMILES_Salt,Halide_Type
462,794,16,CCCCC[N+](CC)(CCCC)CCCCC,CCCCC[N+](CC)(CCCC)CCCCC.[Cl-],Chloride
463,796,16,CCCCC[N+](CC)(CCCCC)CC(C)C,CCCCC[N+](CC)(CCCCC)CC(C)C.[Br-],Bromide
464,796,16,CCCCC[N+](CC)(CCCCC)CC(C)C,CCCCC[N+](CC)(CCCCC)CC(C)C.[Cl-],Chloride
465,807,16,CCCCC[N+](CCC)(CCC)CCCCC,CCCCC[N+](CCC)(CCC)CCCCC.[Br-],Bromide
466,807,16,CCCCC[N+](CCC)(CCC)CCCCC,CCCCC[N+](CCC)(CCC)CCCCC.[Cl-],Chloride
467,810,16,CCCCC[N+](CCC)(CCCC)CCCC,CCCCC[N+](CCC)(CCCC)CCCC.[Br-],Bromide
468,810,16,CCCCC[N+](CCC)(CCCC)CCCC,CCCCC[N+](CCC)(CCCC)CCCC.[Cl-],Chloride
469,841,16,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C.[Br-],Bromide
470,841,16,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C.[Cl-],Chloride
471,844,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,CCCC[N+](CCCC)(CC(C)C)CC(C)C.[Br-],Bromide
472,844,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,CCCC[N+](CCCC)(CC(C)C)CC(C)C.[Cl-],Chloride
473,847,16,CCCC[N+](CCCC)(CCCC)C(C)(C)C,CCCC[N+](CCCC)(CCCC)C(C)(C)C.[Br-],Bromide
474,847,16,CCCC[N+](CCCC)(CCCC)C(C)(C)C,CCCC[N+](CCCC)(CCCC)C(C)(C)C.[Cl-],Chloride
475,848,16,CCCC[N+](CCCC)(CCCC)CC(C)C,CCCC[N+](CCCC)(CCCC)CC(C)C.[Br-],Bromide
476,848,16,CCCC[N+](CCCC)(CCCC)CC(C)C,CCCC[N+](CCCC)(CCCC)CC(C)C.[Cl-],Chloride
477,849,16,CCCC[N+](CCCC)(CCCC)CCCC,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Bromide
478,849,16,CCCC[N+](CCCC)(CCCC)CCCC,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Chloride
479,861,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,CCC[N+](CCC)(CCC(C)C)CCC(C)C.[Br-],Bromide
480,861,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,CCC[N+](CCC)(CCC(C)C)CCC(C)C.[Cl-],Chloride
481,911,17,CCCCCCC[N+](C)(CCC)CCCCCC,CCCCCCC[N+](C)(CCC)CCCCCC.[Br-],Bromide
482,911,17,CCCCCCC[N+](C)(CCC)CCCCCC,CCCCCCC[N+](C)(CCC)CCCCCC.[Cl-],Chloride
483,939,17,CCCCCCC[N+](CCC)(CCC)CCCC,CCCCCCC[N+](CCC)(CCC)CCCC.[Br-],Bromide
484,939,17,CCCCCCC[N+](CCC)(CCC)CCCC,CCCCCCC[N+](CCC)(CCC)CCCC.[Cl-],Chloride
485,950,17,CCCCCC[N+](C)(CCCC)CCCCCC,CCCCCC[N+](C)(CCCC)CCCCCC.[Br-],Bromide
486,950,17,CCCCCC[N+](C)(CCCC)CCCCCC,CCCCCC[N+](C)(CCCC)CCCCCC.[Cl-],Chloride
487,954,17,CCCCCC[N+](C)(CCCCC)CCCCC,CCCCCC[N+](C)(CCCCC)CCCCC.[Br-],Bromide
488,954,17,CCCCCC[N+](C)(CCCCC)CCCCC,CCCCCC[N+](C)(CCCCC)CCCCC.[Cl-],Chloride
489,987,17,CCCCCC[N+](CCC)(CCCC)CCCC,CCCCCC[N+](CCC)(CCCC)CCCC.[Br-],Bromide
490,987,17,CCCCCC[N+](CCC)(CCCC)CCCC,CCCCCC[N+](CCC)(CCCC)CCCC.[Cl-],Chloride
491,998,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],Bromide
492,998,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C.[Cl-],Chloride
493,1010,17,CCCCC[N+](CC)(CCCCC)CCCCC,CCCCC[N+](CC)(CCCCC)CCCCC.[Br-],Bromide
494,1010,17,CCCCC[N+](CC)(CCCCC)CCCCC,CCCCC[N+](CC)(CCCCC)CCCCC.[Cl-],Chloride
495,1022,17,CCCCC[N+](CCC)(CCCC)CCCCC,CCCCC[N+](CCC)(CCCC)CCCCC.[Br-],Bromide
496,1022,17,CCCCC[N+](CCC)(CCCC)CCCCC,CCCCC[N+](CCC)(CCCC)CCCCC.[Cl-],Chloride
497,1033,17,CCCCC[N+](CCCC)(CCCC)CCCC,CCCCC[N+](CCCC)(CCCC)CCCC.[Br-],Bromide
498,1033,17,CCCCC[N+](CCCC)(CCCC)CCCC,CCCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Chloride
499,1064,17,CCCC[N+](CCCC)(CCCC)C(C)CCC,CCCC[N+](CCCC)(CCCC)C(C)CCC.[Br-],Bromide
500,1064,17,CCCC[N+](CCCC)(CCCC)C(C)CCC,CCCC[N+](CCCC)(CCCC)C(C)CCC.[Cl-],Chloride
501,1066,17,CCCC[N+](CCCC)(CCCC)CCC(C)C,CCCC[N+](CCCC)(CCCC)CCC(C)C.[Br-],Bromide
502,1066,17,CCCC[N+](CCCC)(CCCC)CCC(C)C,CCCC[N+](CCCC)(CCCC)CCC(C)C.[Cl-],Chloride
503,1117,18,CCCCCCC[N+](C)(CCCC)CCCCCC,CCCCCCC[N+](C)(CCCC)CCCCCC.[Br-],Bromide
504,1117,18,CCCCCCC[N+](C)(CCCC)CCCCCC,CCCCCCC[N+](C)(CCCC)CCCCCC.[Cl-],Chloride
505,1132,18,CCCCCCC[N+](CC)(CC)CCCCCCC,CCCCCCC[N+](CC)(CC)CCCCCCC.[Br-],Bromide
506,1132,18,CCCCCCC[N+](CC)(CC)CCCCCCC,CCCCCCC[N+](CC)(CC)CCCCCCC.[Cl-],Chloride
507,1164,18,CCCCCC[N+](C)(CCCCC)CCCCCC,CCCCCC[N+](C)(CCCCC)CCCCCC.[Br-],Bromide
508,1164,18,CCCCCC[N+](C)(CCCCC)CCCCCC,CCCCCC[N+](C)(CCCCC)CCCCCC.[Cl-],Chloride
509,1171,18,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],Bromide
510,1171,18,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C.[Cl-],Chloride
511,1186,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C,CCCCCC[N+](CC)(CCCCCC)CC(C)C.[Br-],Bromide
512,1186,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C,CCCCCC[N+](CC)(CCCCCC)CC(C)C.[Cl-],Chloride
513,1195,18,CCCCCC[N+](CCC)(CCC)CCCCCC,CCCCCC[N+](CCC)(CCC)CCCCCC.[Br-],Bromide
514,1195,18,CCCCCC[N+](CCC)(CCC)CCCCCC,CCCCCC[N+](CCC)(CCC)CCCCCC.[Cl-],Chloride
515,1211,18,CCCCCC[N+](CCCC)(CCCC)CCCC,CCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],Bromide
516,1211,18,CCCCCC[N+](CCCC)(CCCC)CCCC,CCCCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Chloride
517,1240,18,CCCCC[N+](CCC)(CCCCC)CCCCC,CCCCC[N+](CCC)(CCCCC)CCCCC.[Br-],Bromide
518,1240,18,CCCCC[N+](CCC)(CCCCC)CCCCC,CCCCC[N+](CCC)(CCCCC)CCCCC.[Cl-],Chloride
519,1250,18,CCCCC[N+](CCCC)(CCCC)CCCCC,CCCCC[N+](CCCC)(CCCC)CCCCC.[Br-],Bromide
520,1250,18,CCCCC[N+](CCCC)(CCCC)CCCCC,CCCCC[N+](CCCC)(CCCC)CCCCC.[Cl-],Chloride
521,1259,18,CCCCC[N+](CCCCC)(CCCCC)C(C)C,CCCCC[N+](CCCCC)(CCCCC)C(C)C.[Br-],Bromide
522,1259,18,CCCCC[N+](CCCCC)(CCCCC)C(C)C,CCCCC[N+](CCCCC)(CCCCC)C(C)C.[Cl-],Chloride
523,1273,18,CCCC[N+](CCCC)(CC(C)CC)C(C)CCC,CCCC[N+](CCCC)(CC(C)CC)C(C)CCC.[Br-],Bromide
524,1273,18,CCCC[N+](CCCC)(CC(C)CC)C(C)CCC,CCCC[N+](CCCC)(CC(C)CC)C(C)CCC.[Cl-],Chloride
525,1277,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C.[Br-],Bromide
526,1277,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C.[Cl-],Chloride
527,1305,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,CCCCCCC[N+](C)(CCCCC)CCCCCC.[Br-],Bromide
528,1305,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,CCCCCCC[N+](C)(CCCCC)CCCCCC.[Cl-],Chloride
529,1356,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,CCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],Bromide
530,1356,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,CCCCCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Chloride
531,1363,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,CCCCCC[N+](C)(CCCCCC)CCCCCC.[Br-],Bromide
532,1363,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,CCCCCC[N+](C)(CCCCCC)CCCCCC.[Cl-],Chloride
533,1403,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,CCCCCC[N+](CCCC)(CCCC)CCCCC.[Br-],Bromide
534,1403,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,CCCCCC[N+](CCCC)(CCCC)CCCCC.[Cl-],Chloride
535,1437,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,CCCCC[N+](CCCC)(CCCCC)CCCCC.[Br-],Bromide
536,1437,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,CCCCC[N+](CCCC)(CCCCC)CCCCC.[Cl-],Chloride
537,1455,19,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],Bromide
538,1455,19,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Cl-],Chloride
539,1456,20,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],Bromide
540,1456,20,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Cl-],Chloride
541,1461,20,CCCC(C)[N+](C(C)CCC)(C(C)CCC)C(C)CCC,CCCC(C)[N+](C(C)CCC)(C(C)CCC)C(C)CCC.[Br-],Bromide
542,1461,20,CCCC(C)[N+](C(C)CCC)(C(C)CCC)C(C)CCC,CCCC(C)[N+](C(C)CCC)(C(C)CCC)C(C)CCC.[Cl-],Chloride
543,1474,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,CCCCCCC[N+](C)(CCCCCC)CCCCCC.[Br-],Bromide
544,1474,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,CCCCCCC[N+](C)(CCCCCC)CCCCCC.[Cl-],Chloride
545,1504,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,CCCCCCC[N+](CCC)(CCC)CCCCCCC.[Br-],Bromide
546,1504,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,CCCCCCC[N+](CCC)(CCC)CCCCCCC.[Cl-],Chloride
547,1542,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,CCCCCC[N+](CC)(CCCCCC)CCCCCC.[Br-],Bromide
548,1542,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,CCCCCC[N+](CC)(CCCCCC)CCCCCC.[Cl-],Chloride
549,1559,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,CCCCCC[N+](CCCC)(CCCC)CCCCCC.[Br-],Bromide
550,1559,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,CCCCCC[N+](CCCC)(CCCC)CCCCCC.[Cl-],Chloride
551,1600,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],Bromide
552,1600,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Cl-],Chloride
