Index,Num_c,SMILES,smiles,exists,cid,name,molecular_weight
140,12,CCC(C)C[N+](C)(C)CC(C)CC,CCC(C)C[N+](C)(C)CC(C)CC,True,53930784.0,dimethyl-bis(2-methylbutyl)azanium,186.36
141,12,CCC(C)C[N+](C)(C)CCC(C)C,CCC(C)C[N+](C)(C)CCC(C)C,True,,,
142,12,CCC(C)C[N+](C)(CC)C(C)(C)C,CCC(C)C[N+](C)(CC)C(C)(C)C,True,,,
143,12,CCC(C)C[N+](C)(CC)CC(C)C,CCC(C)C[N+](C)(CC)CC(C)C,True,,,
144,12,CCC(C)C[N+](CC)(CC)C(C)C,CCC(C)C[N+](CC)(CC)C(C)C,True,,,
145,12,CCCC(C)[N+](C)(C(C)C)C(C)C,CCCC(C)[N+](C)(C(C)C)C(C)C,True,,,
146,12,CCCC(C)[N+](C)(C)C(C)CCC,CCCC(C)[N+](C)(C)C(C)CCC,True,123748677.0,dimethyl-di(pentan-2-yl)azanium,186.36
147,12,CCCC(C)[N+](C)(C)CC(C)CC,CCCC(C)[N+](C)(C)CC(C)CC,True,,,
148,12,CCCC(C)[N+](C)(C)CCC(C)C,CCCC(C)[N+](C)(C)CCC(C)C,True,,,
149,12,CCCC(C)[N+](C)(CC)C(C)(C)C,CCCC(C)[N+](C)(CC)C(C)(C)C,True,,,
150,12,CCCC(C)[N+](C)(CC)CC(C)C,CCCC(C)[N+](C)(CC)CC(C)C,True,,,
151,12,CCCC(C)[N+](C)(CCC)C(C)C,CCCC(C)[N+](C)(CCC)C(C)C,True,,,
152,12,CCCC(C)[N+](C)(CCC)CCC,CCCC(C)[N+](C)(CCC)CCC,True,,,
153,12,CCCC(C)[N+](CC)(CC)C(C)C,CCCC(C)[N+](CC)(CC)C(C)C,True,,,
154,12,CCCC(C)[N+](CC)(CC)CCC,CCCC(C)[N+](CC)(CC)CCC,True,175404993.0,diethyl-pentan-2-yl-propylazanium,186.36
155,12,CCCCCCC[N+](C)(C)C(C)C,CCCCCCC[N+](C)(C)C(C)C,True,,,
156,12,CCCCCCC[N+](C)(C)CCC,CCCCCCC[N+](C)(C)CCC,True,23088846.0,heptyl-dimethyl-propylazanium,186.36
157,12,CCCCCCC[N+](C)(CC)CC,CCCCCCC[N+](C)(CC)CC,True,23088836.0,diethyl-heptyl-methylazanium,186.36
158,12,CCCCCC[N+](C)(C)C(C)(C)C,CCCCCC[N+](C)(C)C(C)(C)C,True,141683291.0,tert-butyl-hexyl-dimethylazanium,186.36
159,12,CCCCCC[N+](C)(C)CC(C)C,CCCCCC[N+](C)(C)CC(C)C,True,148222309.0,hexyl-dimethyl-(2-methylpropyl)azanium,186.36
160,12,CCCCCC[N+](C)(C)CCCC,CCCCCC[N+](C)(C)CCCC,True,23088839.0,butyl-hexyl-dimethylazanium,186.36
161,12,CCCCCC[N+](C)(CC)C(C)C,CCCCCC[N+](C)(CC)C(C)C,True,152947076.0,ethyl-hexyl-methyl-propan-2-ylazanium,186.36
162,12,CCCCCC[N+](C)(CC)CCC,CCCCCC[N+](C)(CC)CCC,True,87446870.0,ethyl-hexyl-methyl-propylazanium,186.36
163,12,CCCCCC[N+](CC)(CC)CC,CCCCCC[N+](CC)(CC)CC,True,193021.0,triethyl(hexyl)azanium,186.36
164,12,CCCCC[N+](C)(C(C)C)C(C)C,CCCCC[N+](C)(C(C)C)C(C)C,True,86155885.0,methyl-pentyl-di(propan-2-yl)azanium,186.36
165,12,CCCCC[N+](C)(C)C(C)CCC,CCCCC[N+](C)(C)C(C)CCC,True,174654535.0,dimethyl-pentan-2-yl-pentylazanium,186.36
166,12,CCCCC[N+](C)(C)CC(C)CC,CCCCC[N+](C)(C)CC(C)CC,True,,,
167,12,CCCCC[N+](C)(C)CCC(C)C,CCCCC[N+](C)(C)CCC(C)C,True,159915855.0,dimethyl-(3-methylbutyl)-pentylazanium,186.36
168,12,CCCCC[N+](C)(C)CCCCC,CCCCC[N+](C)(C)CCCCC,True,11149782.0,dimethyl(dipentyl)azanium,186.36
169,12,CCCCC[N+](C)(CC)C(C)(C)C,CCCCC[N+](C)(CC)C(C)(C)C,True,,,
170,12,CCCCC[N+](C)(CC)CC(C)C,CCCCC[N+](C)(CC)CC(C)C,True,,,
171,12,CCCCC[N+](C)(CC)CCCC,CCCCC[N+](C)(CC)CCCC,True,87508333.0,butyl-ethyl-methyl-pentylazanium,186.36
172,12,CCCCC[N+](C)(CCC)C(C)C,CCCCC[N+](C)(CCC)C(C)C,True,,,
173,12,CCCCC[N+](C)(CCC)CCC,CCCCC[N+](C)(CCC)CCC,True,23088840.0,methyl-pentyl-dipropylazanium,186.36
174,12,CCCCC[N+](CC)(CC)C(C)C,CCCCC[N+](CC)(CC)C(C)C,True,,,
175,12,CCCCC[N+](CC)(CC)CCC,CCCCC[N+](CC)(CC)CCC,True,23088853.0,diethyl-pentyl-propylazanium,186.36
176,12,CCCC[N+](C)(C(C)C)C(C)(C)C,CCCC[N+](C)(C(C)C)C(C)(C)C,True,,,
177,12,CCCC[N+](C)(CC(C)C)C(C)C,CCCC[N+](C)(CC(C)C)C(C)C,True,,,
178,12,CCCC[N+](C)(CC)C(C)CCC,CCCC[N+](C)(CC)C(C)CCC,True,89267531.0,butyl-ethyl-methyl-pentan-2-ylazanium,186.36
179,12,CCCC[N+](C)(CC)CC(C)CC,CCCC[N+](C)(CC)CC(C)CC,True,,,
180,12,CCCC[N+](C)(CC)CCC(C)C,CCCC[N+](C)(CC)CCC(C)C,True,,,
181,12,CCCC[N+](C)(CCC)C(C)(C)C,CCCC[N+](C)(CCC)C(C)(C)C,True,,,
182,12,CCCC[N+](C)(CCC)CC(C)C,CCCC[N+](C)(CCC)CC(C)C,True,20341239.0,butyl-methyl-(2-methylpropyl)-propylazanium,186.36
183,12,CCCC[N+](C)(CCC)CCCC,CCCC[N+](C)(CCC)CCCC,True,87508941.0,dibutyl-methyl-propylazanium,186.36
184,12,CCCC[N+](C)(CCCC)C(C)C,CCCC[N+](C)(CCCC)C(C)C,True,140694488.0,dibutyl-methyl-propan-2-ylazanium,186.36
185,12,CCCC[N+](CC)(C(C)C)C(C)C,CCCC[N+](CC)(C(C)C)C(C)C,True,,,
186,12,CCCC[N+](CC)(CC)C(C)(C)C,CCCC[N+](CC)(CC)C(C)(C)C,True,,,
187,12,CCCC[N+](CC)(CC)CC(C)C,CCCC[N+](CC)(CC)CC(C)C,True,,,
188,12,CCCC[N+](CC)(CC)CCCC,CCCC[N+](CC)(CC)CCCC,True,45730.0,dibutyl(diethyl)azanium,186.36
189,12,CCCC[N+](CC)(CCC)C(C)C,CCCC[N+](CC)(CCC)C(C)C,True,,,
190,12,CCCC[N+](CC)(CCC)CCC,CCCC[N+](CC)(CCC)CCC,True,87824094.0,butyl-ethyl-dipropylazanium,186.36
191,12,CCC[N+](C(C)C)(C(C)C)C(C)C,CCC[N+](C(C)C)(C(C)C)C(C)C,True,22044314.0,tri(propan-2-yl)-propylazanium,186.36
192,12,CCC[N+](C)(C(C)(C)C)C(C)(C)C,CCC[N+](C)(C(C)(C)C)C(C)(C)C,True,,,
193,12,CCC[N+](C)(CC(C)C)C(C)(C)C,CCC[N+](C)(CC(C)C)C(C)(C)C,True,,,
194,12,CCC[N+](C)(CC(C)C)CC(C)C,CCC[N+](C)(CC(C)C)CC(C)C,True,,,
