Index,Num_c,SMILES,cid,name,molecular_weight
230,14,CCCCCC[N+](C)(CCC)CCCC,87507944.0,butyl-hexyl-methyl-propylazanium,214.41
235,14,CCCCCC[N+](CC)(CC)CCCC,153996762.0,butyl-diethyl-hexylazanium,214.41
237,14,CCCCCC[N+](CC)(CCC)CCC,153959332.0,ethyl-hexyl-dipropylazanium,214.41
238,14,CCCCC[N+](C(C)C)(C(C)C)C(C)C,87809704.0,pentyl-tri(propan-2-yl)azanium,214.41
242,14,CCCCC[N+](C)(CCC)CCCCC,87509148.0,methyl-dipentyl-propylazanium,214.41
245,14,CCCCC[N+](C)(CCCC)CCCC,21452154.0,dibutyl-methyl-pentylazanium,214.41
249,14,CCCCC[N+](CC)(CC)CCCCC,87534181.0,diethyl(dipentyl)azanium,214.41
252,14,CCCCC[N+](CC)(CCC)CCCC,71366278.0,butyl-ethyl-pentyl-propylazanium,214.41
256,14,CCCCC[N+](CCC)(CCC)CCC,20376265.0,pentyl(tripropyl)azanium,214.41
263,14,CCCC[N+](CC)(CCCC)CC(C)C,87480563.0,dibutyl-ethyl-(2-methylpropyl)azanium,214.41
264,14,CCCC[N+](CC)(CCCC)CCCC,44528.0,tributyl(ethyl)azanium,214.41
269,14,CCCC[N+](CCC)(CCC)CCCC,20480844.0,dibutyl(dipropyl)azanium,214.41
271,14,CCCC[N+](CCCC)(C(C)C)C(C)C,172754167.0,dibutyl-di(propan-2-yl)azanium,214.41
281,14,CC[N+](CC(C)C)(CC(C)C)CC(C)C,117974310.0,ethyl-tris(2-methylpropyl)azanium,214.41
287,15,CCCCCCC[N+](C)(C)CCCCCC,23094264.0,heptyl-hexyl-dimethylazanium,228.44
294,15,CCCCCCC[N+](CC)(C(C)C)C(C)C,87089389.0,ethyl-heptyl-di(propan-2-yl)azanium,228.44
297,15,CCCCCCC[N+](CC)(CC)CCCC,87526431.0,butyl-diethyl-heptylazanium,228.44
299,15,CCCCCCC[N+](CC)(CCC)CCC,87089434.0,ethyl-heptyl-dipropylazanium,228.44
300,15,CCCCCC[N+](C(C)C)(C(C)C)C(C)C,87812233.0,hexyl-tri(propan-2-yl)azanium,228.44
303,15,CCCCCC[N+](C)(CC(C)C)CC(C)C,176583041.0,hexyl-methyl-bis(2-methylpropyl)azanium,228.44
304,15,CCCCCC[N+](C)(CC)CCCCCC,87507678.0,ethyl-dihexyl-methylazanium,228.44
305,15,CCCCCC[N+](C)(CCC)CCCCC,87507746.0,hexyl-methyl-pentyl-propylazanium,228.44
308,15,CCCCCC[N+](C)(CCCC)CCCC,23088868.0,dibutyl-hexyl-methylazanium,228.44
309,15,CCCCCC[N+](C)(CCCCC)C(C)C,153791259.0,hexyl-methyl-pentyl-propan-2-ylazanium,228.44
312,15,CCCCCC[N+](CC)(CC)CCCCC,175075511.0,diethyl-hexyl-pentylazanium,228.44
